Last name,First name,Middle name,Role,School,Grade
Chase,Arielle,Kylie,Student,Southside,1
Boone,Barrett,Fabian,Student,Westside,10
Moody,Omar,Cason,Teacher,Westside,
González,Annalise,Vivienne,Student,Westside,7
Garrett,Brynn,Paislee,Student,Westside,3
Rodgers,Marilyn,Karina,Teacher,Eastside,
Baxter,Brady,Frank,Student,Southside,5
Pugh,Delaney,Abby,Teacher,Eastside,
Velasquez,Brooke,Mary,Teacher,Southside,
Berger,Baylee,Amaya,Student,Northside,4
Benson,Cohen,Silas,Teacher,Northside,
Shaffer,Fabian,Miguel,Student,Eastside,8
Howe,Michaela,Sara,Student,Westside,3
Carroll,Liana,Esmeralda,Teacher,Eastside,
Mack,Amara,Aubrey,Student,Westside,2
Mercado,Valerie,Eden,Student,Eastside,9
Pate,Moses,Pierce,Student,Westside,4
Baird,Audrey,Katie,IT,Southside,
Stephens,Kimberly,Makenna,Teacher,Westside,
Campbell,Zayden,Atlas,Teacher,Northside,
Pollard,Lexi,Mia,Student,Southside,K
Schroeder,Scarlett,Riley,Teacher,Eastside,
Gibbs,María,Malaysia,Student,Northside,11
Key,Piper,Reese,Student,Southside,11
Duke,Eduardo,Ryder,Teacher,Southside,
Duran,Benjamín,Shawn,Student,Eastside,2
Reed,Ashlynn,Mía,Student,Southside,9
Mayo,Maxwell,Travis,Student,Eastside,3
Johnston,Alexis,Noelle,Teacher,Southside,
Ray,Mia,Heidi,Teacher,Northside,
Massey,Emiliano,Nathan,Student,Eastside,10
Henderson,Miguel,Silas,Student,Eastside,K
Rivas,Arthur,Nico,Student,Southside,2
Heath,Enzo,Kaiden,Student,Eastside,K
Dodson,Logan,Payton,Student,Westside,K
Mitchell,Evelynn,Lexi,Student,Southside,7
Snow,Tessa,Brynlee,Student,Northside,11
Pérez,Raven,Lexi,Student,Eastside,K
Pacheco,Emilio,Rafael,Teacher,Northside,
Ayala,Makenzie,Haven,Teacher,Southside,
Zimmerman,Kayla,Daniella,Teacher,Westside,
Burton,Jayla,Lola,Student,Southside,1
Stephens,Reagan,Amiyah,Teacher,Southside,
Barker,Jayceon,Luis,Teacher,Northside,
Barnett,Mia,Lydia,Teacher,Southside,
Lyons,Payton,Juliet,Student,Northside,11
Blankenship,Rosemary,Mariana,Student,Westside,K
Rollins,Damon,Jeremiah,Student,Southside,2
Dillard,María Camila,Makenna,Student,Northside,4
Fox,Blakely,Juniper,Teacher,Northside,
Craft,Macy,Ashley,Student,Westside,7
Stout,Tessa,Hadley,Teacher,Westside,
Mckee,Anastasia,Zariah,Teacher,Northside,
Horn,Ariel,Nina,Student,Northside,7
Zimmerman,Jimena,Kaydence,Teacher,Southside,
Kirby,Mark,Maximus,Student,Northside,8
Morton,Franklin,Griffin,Student,Northside,6
Dixon,Evelynn,Daleyza,Teacher,Eastside,
Schultz,Aiden,Chase,Teacher,Westside,
Shaw,Kayleigh,Ruby,Teacher,Northside,
Avila,Melissa,Malaysia,Teacher,Southside,
Stanley,Salomé,Dahlia,Student,Southside,11
Mckay,Skyler,Daniela,Teacher,Southside,
Mason,Heidi,Kennedi,Teacher,Westside,
Reynolds,Haley,Arabella,Student,Eastside,11
Moreno,Allen,Justin,Student,Northside,8
Hawkins,Zion,Cyrus,Student,Westside,12
Robbins,Fátima,Adrianna,Teacher,Westside,
Hatfield,Alessandra,Miracle,Teacher,Southside,
Gallegos,Hendrix,Angel,Student,Eastside,12
Murphy,Jake,Austin,Teacher,Eastside,
Mercado,Kayleigh,Addyson,Student,Westside,1
Underwood,Cadence,Eliana,Student,Eastside,7
Sánchez,Londyn,Nylah,Teacher,Westside,
Lowe,Gabriela,Priscilla,Student,Eastside,5
Potts,Megan,Giselle,Student,Northside,10
Carver,Malik,Gunnar,Teacher,Southside,
Gentry,Jada,Emerson,Student,Northside,8
Mathews,Deacon,Jason,Teacher,Westside,
Yang,Melissa,Julianna,Teacher,Northside,
Ball,Zayn,Emiliano,Teacher,Eastside,
Lynn,Kaiden,Victor,Teacher,Eastside,
Richmond,Vivian,Catherine,Teacher,Southside,
Warner,Jordan,Chloe,Teacher,Southside,
Fitzpatrick,Charles,Prince,Teacher,Southside,
Atkins,Bella,Sadie,Student,Northside,8
Blanchard,Hayden,Evelynn,Student,Westside,5
Avery,Stephen,Skyler,Teacher,Northside,
Carpenter,Ariah,Sawyer,Teacher,Eastside,
Orr,Hope,Alyssa,Teacher,Northside,
Ware,Kennedy,Priscilla,Student,Northside,11
Bishop,Sydney,Zoey,Student,Westside,9
Wood,Harmony,Aria,Student,Southside,6
Dean,Adelaide,Eleanor,Student,Northside,9
Benton,Marlee,Londyn,Student,Westside,4
Rowe,Bailey,Evangeline,Teacher,Northside,
Bradford,Max,Kamden,Teacher,Northside,
Fuller,Damian,Cole,Student,Southside,3
Sanford,Emely,Olivia,Teacher,Eastside,
Butler,Jane,Fátima,Teacher,Eastside,
Stanley,Gage,Christian,Teacher,Eastside,
Rush,Cason,Tucker,Student,Northside,5
Bowen,Hailey,Raegan,Teacher,Northside,
Mosley,Mariana,Emerson,Teacher,Southside,
Slater,Zachary,Hank,Student,Eastside,8
Roberts,Alexa,Braelyn,Teacher,Southside,
Zimmerman,Cayden,Jett,Student,Northside,K
Burris,Kash,Noel,Teacher,Southside,
Hale,Maci,Victoria,Teacher,Westside,
Martínez,Mackenzie,Julia,Student,Westside,8
Peters,Aylin,Taylor,Teacher,Westside,
Duke,Molly,Eliza,Student,Westside,6
Abbott,Fátima,Liana,Student,Southside,4
Wong,Trenton,Aiden,Student,Southside,6
Rose,Adrianna,Ella,Teacher,Northside,
Pitts,Aaliyah,Lilly,Teacher,Eastside,
Talley,Evelyn,Lena,Teacher,Eastside,
Berger,Erik,Spencer,Student,Eastside,8
Whitehead,Eleanor,Rylie,Student,Northside,8
Horne,Abraham,Moises,Student,Northside,10
Robbins,Francis,Malachi,Teacher,Eastside,
Rivers,Stephen,Chase,Student,Southside,12
Sharp,Nathaniel,Dalton,Student,Northside,2
Davenport,Karina,Amiyah,Student,Eastside,2
Paul,Andrés,Cooper,Teacher,Eastside,
Glover,Isaiah,Landen,Student,Southside,1
James,Allie,Baylee,Student,Southside,11
Delaney,Lorelei,Kenzie,Teacher,Northside,
Acosta,Gemma,María,Teacher,Eastside,
Knight,Gerardo,Kane,Teacher,Northside,
Wolf,Keith,Jamison,Teacher,Eastside,
Huff,Maximiliano,Oliver,Teacher,Westside,
Mcneil,Génesis,Abby,Student,Northside,1
Poole,Jonah,Collin,Student,Northside,1
Townsend,Kamila,Amira,Teacher,Westside,
Bryant,Rowan,Georgia,Teacher,Southside,
Goodman,Brinley,Destiny,IT,Eastside,
Crane,Katie,Addyson,Student,Eastside,6
Kline,Jamison,Kayson,Student,Eastside,6
Fuentes,Elise,Kayla,Teacher,Northside,
Garrett,Jonah,Beckett,Teacher,Westside,
Kerr,Mohamed,Francis,Teacher,Northside,
Dean,Hope,Rowan,Teacher,Westside,
Rojas,Eric,Cesar,Teacher,Southside,
Massey,Lane,Reed,Teacher,Eastside,
Callahan,Alice,Jane,Teacher,Northside,
Wyatt,Madison,Clara,Student,Eastside,4
Gates,Liam,Braylon,Teacher,Eastside,
Johnson,Paul,Mark,Student,Southside,7
Rollins,Roberto,Jaylen,Student,Eastside,3
Snider,Kendall,Talia,Student,Eastside,1
Witt,Marcus,Rafael,Teacher,Northside,
Mills,Rocco,Damien,Teacher,Eastside,
Duncan,Omar,Conor,Teacher,Southside,
Mayo,Ariella,Hadley,Teacher,Southside,
Keith,Micah,Orion,Teacher,Southside,
Abbott,Wyatt,Jameson,Teacher,Northside,
Kent,Sydney,Camille,Student,Southside,3
Sutton,Maté,Luke,Teacher,Eastside,
Cantrell,Kamryn,Adelina,Student,Northside,8
Howard,Brinley,Adalyn,Student,Southside,11
Montoya,Charlee,Madelyn,Student,Westside,11
Roy,Logan,Leo,Student,Northside,10
Hinton,Miranda,Kate,Teacher,Northside,
Burgess,Tyler,Edwin,Teacher,Southside,
Sloan,Nyla,Allyson,Student,Northside,4
Hampton,Mckinley,Kyleigh,Student,Northside,7
Guy,Óscar,Messiah,Teacher,Eastside,
Gross,Lawrence,Bodhi,Teacher,Eastside,
Osborne,Chandler,Maddox,Student,Westside,10
Wagner,Bethany,Londyn,Student,Southside,3
Leonard,Jackson,Christian,Student,Northside,5
French,Jesse,Jackson,Student,Northside,7
Harper,Alana,Michelle,Student,Southside,8
Shannon,Lorelei,Sierra,Student,Westside,10
Rich,Milo,Dalton,Teacher,Northside,
Pickett,Hüseyin,Drew,Teacher,Eastside,
Branch,Eliana,Kelsey,Student,Eastside,1
Lopez,Kane,Jaxon,Teacher,Northside,
Robertson,Leilani,Amber,Teacher,Eastside,
Mccullough,Maci,Alessandra,Student,Westside,12
Henry,Alondra,Isabella,Teacher,Southside,
Leblanc,Lyla,Journee,Student,Westside,7
Terry,Jaime,Cesar,Teacher,Southside,
Taylor,Kamden,Jordan,Teacher,Westside,
Miles,Charlee,Haley,Teacher,Westside,
Conley,Miranda,Ada,Teacher,Westside,
Maxwell,Jayson,Miraç,Student,Eastside,7
Roy,Caden,Finnegan,Student,Westside,7
Washington,Julianna,Juniper,Teacher,Eastside,
Harrell,Laura,Nia,Student,Westside,8
Kirk,Thiago,King,Teacher,Southside,
Faulkner,Christopher,Danny,Student,Westside,10
Dillard,Miriam,April,Student,Northside,8
Bullock,Madison,Mary,Student,Southside,11
Martinez,Francisco,Bowen,Student,Northside,5
Ferguson,Helen,Alexandra,Teacher,Northside,
Carrillo,Scott,Justin,Student,Southside,5
Mcneil,Luna,Elizabeth,Student,Northside,1
Grant,Jimena,Hope,Teacher,Eastside,
Dyer,Karina,Aniyah,Teacher,Westside,
Gallagher,Arabella,Serena,Teacher,Westside,
Booker,Brycen,Alan,Student,Northside,2
Warner,Brielle,Delilah,Teacher,Southside,
Hughes,Karina,Naomi,Student,Northside,K
Crosby,Alexa,Selah,Teacher,Eastside,
Stout,Jasper,Mohamed,Student,Westside,4
Reyes,Graham,Gerardo,Teacher,Southside,
Parks,Aleah,Lilliana,Teacher,Northside,
Norman,Kamila,Thea,Student,Westside,2
Clements,Marilyn,Lauren,Teacher,Southside,
Orr,Conor,Mohamed,Teacher,Northside,
Hull,Nehemiah,Luka,IT,Northside,
Guy,Anthony,Bowen,Teacher,Southside,
Barnes,Bennett,Austin,Student,Southside,12
Snider,Leilani,Mikayla,Student,Northside,4
López,Luke,Maximiliano,Student,Eastside,10
Jordan,Jaxton,Clayton,Teacher,Northside,
Mercer,Edgar,Russell,Teacher,Westside,
Hancock,Tate,Royal,Teacher,Westside,
Goodman,Andrés,Oscar,Student,Southside,11
Chapman,Allie,Edith,Teacher,Northside,
Duffy,Miranda,Lexi,Student,Eastside,11
Sparks,Kyle,Joseph,Student,Westside,2
Henson,Luka,Dillon,Student,Southside,11
Snow,Legend,Antonio,Student,Eastside,10
Ballard,Archer,Tobias,Student,Westside,7
Butler,Lilly,Sloane,Teacher,Westside,
Colon,Maximiliano,Xavier,Teacher,Eastside,
Wells,Lillian,Salomé,Teacher,Northside,
Davenport,Caden,Gregory,Teacher,Southside,
Moore,Braxton,Zaiden,Teacher,Northside,
Maddox,Alexia,Rose,Student,Southside,2
Whitehead,June,Gianna,Teacher,Northside,
Powell,Kameron,Trevor,Teacher,Northside,
Joyce,Ivy,Gabriela,Teacher,Eastside,
Sharpe,Pierce,Milan,Student,Northside,5
Daniel,Manuel,Johnathan,Teacher,Westside,
Ramsey,Adriel,Chandler,Teacher,Northside,
Rich,Benjamin,Kason,Teacher,Southside,
Oconnor,Chloe,Maddison,Student,Southside,11
Gamble,Ryker,Gideon,Student,Westside,3
Hancock,Beckham,Lane,Teacher,Eastside,
Pollard,June,Emery,Teacher,Northside,
Shaffer,Jada,Brinley,Student,Southside,5
Blankenship,Natalia,Hannah,Teacher,Eastside,
Fulton,Rafael,Trenton,Teacher,Northside,
Frazier,Juliet,Evelynn,Teacher,Eastside,
Kane,Camden,Samuel,Teacher,Eastside,
Ramírez,Lily,Addilyn,Teacher,Southside,
Jacobson,Diego,Adam,Teacher,Eastside,
Barber,Laura,Brooklynn,Student,Southside,3
Floyd,Kade,Warren,Teacher,Westside,
Pugh,Charlee,Melanie,Teacher,Eastside,
Dixon,Katherine,Lucia,Student,Southside,4
Horton,Abel,Sean,Student,Westside,3
Booth,Dexter,Dillon,Teacher,Northside,
Mclean,Helen,Kayleigh,Student,Northside,8
Hernández,Amina,Valeria,Teacher,Westside,
Gallagher,Sofia,Juliet,Student,Eastside,12
Travis,Colton,Ronan,Student,Southside,8
Sawyer,Vivienne,Delilah,Teacher,Northside,
Fulton,Remy,River,Student,Eastside,4
Owens,Ibrahim,Conner,Teacher,Northside,
Gray,Sawyer,Stephanie,Student,Westside,10
Huff,William,Kamden,Student,Northside,7
Carver,Nicholas,Samuel,Teacher,Eastside,
White,Richard,Miraç,Student,Southside,9
Ward,Brynlee,Avery,Student,Eastside,9
Sexton,Taylor,Rhys,Student,Northside,11
Mckinney,Adriana,Nova,Teacher,Southside,
Whitney,Lila,Julianna,Student,Northside,K
Morrison,Adeline,Natalie,Teacher,Eastside,
Collier,Russell,Mathias,Teacher,Southside,
Whitaker,Michaela,Vivian,Teacher,Westside,
Chaney,Frances,Luna,Student,Westside,2
Reeves,Griffin,Henry,Student,Westside,8
Pollard,Katelyn,Joanna,Teacher,Northside,
Burris,Saylor,Katelyn,Student,Eastside,5
Mcfadden,Jeremiah,Drake,Student,Southside,9
López,Thomas,Malakai,Teacher,Eastside,
Wilkinson,Dalton,Josiah,Student,Southside,9
Marshall,Kylie,Zuri,Teacher,Westside,
Witt,Miriam,Maggie,Student,Northside,8
Rivers,Kane,Raymond,Student,Northside,3
Emerson,Maria,Heaven,Student,Westside,10
Lancaster,Frances,Zoe,Student,Westside,1
Noble,Felicity,Iris,Student,Westside,11
Villarreal,Lucy,Annie,Teacher,Westside,
Buckley,Kaylee,Autumn,Teacher,Southside,
Hood,Levi,Deacon,Student,Westside,1
Albert,Conor,Milo,Student,Eastside,11
Ramirez,Francisco,John,Student,Eastside,K
William,Kyleigh,Charleigh,Student,Westside,10
Osborn,Dexter,Erick,Student,Northside,1
Dunlap,Xavier,Kane,Student,Northside,8
Hester,Collin,Declan,Student,Eastside,11
Allen,Marcus,Esteban,Student,Westside,1
Torres,Liana,Sara,Student,Northside,10
Miles,Cristian,John,Teacher,Westside,
Jenkins,Rylan,Kaleb,Teacher,Southside,
Snow,Alani,Haven,Teacher,Northside,
Dawson,Lucy,Aisha,Teacher,Eastside,
Merrill,Andrés,Ángel,Teacher,Westside,
Todd,Amaya,Rose,Teacher,Eastside,
Fernandez,Jorge,Jack,Teacher,Southside,
Beasley,Amy,Finley,Student,Eastside,9
Compton,Collin,Quentin,Student,Southside,6
Pierce,Parker,Joanna,Student,Eastside,8
Hodge,Ezra,Ayden,Student,Northside,10
Andrews,Heaven,Aurora,Student,Southside,7
Lester,Annabella,Kaydence,Teacher,Eastside,
Bradley,Isaac,Joaquín,Student,Southside,3
Roy,Lilah,Mya,Teacher,Northside,
Potter,Talia,Adeline,Student,Eastside,1
Howell,Jeremiah,Calvin,Student,Southside,2
Mcmillan,Annabella,Elaina,Student,Westside,10
Key,Aniyah,Presley,Student,Westside,11
Davis,Francesca,Mary,Student,Southside,9
Cross,Kali,Ella,Teacher,Eastside,
Lynch,Leonardo,Danny,Teacher,Northside,
Mejia,Jordyn,Sophia,Student,Southside,10
Maxwell,Emmett,Hudson,Teacher,Southside,
Raymond,Lucille,Elsie,Teacher,Northside,
Bass,Wesley,Kasen,Teacher,Westside,
Mcfadden,Benson,Armando,Teacher,Westside,
Stone,José,Alan,Teacher,Westside,
Ball,Mariana,Alexandria,Teacher,Westside,
Kelly,Carson,Remington,Student,Southside,4
Jacobs,Teagan,Joy,Teacher,Southside,
Mcintyre,Amelia,Bella,IT,Westside,
Pennington,Eloise,Rachel,Teacher,Southside,
García,Colton,Carlos,Student,Eastside,6
García,Kamryn,Jade,Student,Eastside,6
Martínez,Teagan,Rowan,Teacher,Westside,
Henderson,Ali,Cristian,Teacher,Eastside,
Jennings,Amira,Viviana,Student,Northside,12
Trevino,Hadley,Elle,Teacher,Northside,
Clay,Mariana,Molly,Student,Westside,1
Rosa,Jensen,Kaleb,Student,Eastside,2
Cortez,Raelyn,Kendra,Student,Eastside,9
Mcclain,Annalise,Dahlia,Student,Southside,10
López,Rachel,Summer,Student,Westside,10
Meadows,Mark,Oscar,Student,Westside,3
Porter,Moses,Trenton,Teacher,Northside,
Morton,Dahlia,Kyla,Teacher,Southside,
Hess,Cade,Malcolm,Student,Eastside,9
Clarke,Brooks,Harvey,Teacher,Westside,
Cash,Rosemary,Ada,Teacher,Westside,
Mayer,Zara,Chelsea,Teacher,Northside,
Dyer,Jay,Hunter,Teacher,Northside,
Wilkins,Caroline,Valentina,Student,Westside,K
Jensen,Luka,Killian,Student,Southside,4
Preston,Kyrie,Ivan,Teacher,Northside,
Maxwell,Liliana,Mckinley,Student,Eastside,K
Valenzuela,Payton,Eve,Teacher,Westside,
Warner,Helen,Adelaide,Teacher,Southside,
Nash,Jamie,Ximena,Teacher,Southside,
Sellers,Kali,Brooklyn,Teacher,Eastside,
Massey,Graham,Dawson,Teacher,Westside,
Ross,Penelope,Chloé,Teacher,Eastside,
Leach,Jasper,Dawson,Teacher,Southside,
Pratt,Angel,Lukas,Student,Westside,9
Martínez,Rhys,Emmanuel,Teacher,Northside,
Meyer,Donovan,Jordan,Teacher,Southside,
Hernández,Brinley,Lilah,Student,Southside,6
Gross,Elle,Miriam,Student,Northside,11
Lawson,Fátima,Peyton,Student,Northside,K
Howard,Eva,Georgia,Teacher,Eastside,
Phelps,Jonah,Miles,Student,Northside,7
Burton,Francesca,Ashlyn,Student,Westside,7
Mendoza,Kayla,Cadence,Student,Southside,2
Boone,Bella,Eleanor,Teacher,Westside,
Doyle,Eve,Aubree,Teacher,Southside,
Caldwell,Juliette,Itzel,Teacher,Southside,
Wilcox,Aubree,Zariah,Student,Eastside,7
Justice,Alexandra,Melanie,Teacher,Northside,
Owen,Kameron,David,Teacher,Eastside,
Knox,William,Moses,Teacher,Eastside,
Avery,Journey,Chloe,Student,Eastside,12
Bartlett,Maeve,Kennedy,Teacher,Northside,
Espinoza,Seth,Karson,Teacher,Westside,
Serrano,Jordyn,Ariah,Student,Northside,9
Hensley,Parker,Michelle,Teacher,Westside,
Bright,Maggie,Mallory,Student,Southside,1
Soto,Lucia,Adelina,Teacher,Eastside,
Tillman,Gael,Danny,Student,Southside,9
Gutierrez,Edgar,Malakai,Teacher,Westside,
Emerson,Jase,Jayson,Student,Southside,5
Hart,Chelsea,Kiara,Teacher,Northside,
Lee,Keith,Raiden,Student,Eastside,6
Kim,Katherine,Alyssa,Teacher,Southside,
Santos,Wyatt,Bryce,Student,Northside,K
Mcdowell,Owen,Elias,Teacher,Westside,
Wyatt,Bryce,Khalil,Teacher,Southside,
Hebert,Johnny,Kaden,Teacher,Eastside,
Morin,Josephine,Evelynn,Teacher,Westside,
Bernard,Sage,Juniper,Student,Eastside,7
Flynn,Aniyah,Brynlee,Student,Southside,9
Coleman,Owen,Wyatt,Student,Northside,6
Weaver,Kyler,Remington,Student,Westside,1
Graham,Everly,Emerson,Teacher,Eastside,
Mercado,Jordyn,Alayna,Student,Westside,11
Morales,Ariana,Nora,Teacher,Southside,
Glover,Lucia,Celeste,Teacher,Southside,
Floyd,Claire,Adelynn,Student,Eastside,1
Tucker,Ayden,Leon,Student,Southside,6
Rowland,Owen,Milan,Teacher,Westside,
Vega,Skylar,Jasmine,Student,Northside,5
Haley,George,Jaylen,Student,Northside,5
Ingram,Destiny,Katherine,Student,Eastside,6
Parsons,Juan,Aaron,Teacher,Northside,
Ramírez,Julius,Lawrence,Teacher,Westside,
Hurst,Remy,Riley,Student,Southside,7
Freeman,Eric,Rocco,Teacher,Westside,
Lawson,Jocelyn,Rose,Student,Westside,6
Morgan,Aidan,Maxwell,Teacher,Westside,
Lott,Camille,Fátima,Student,Northside,1
Burgess,Sullivan,Steven,Teacher,Eastside,
Benjamin,Sterling,Justin,Teacher,Westside,
Serrano,Harper,Quinn,Student,Northside,8
Monroe,Reese,Jayleen,Student,Westside,3
Howard,Omar,Henry,Student,Southside,5
Hicks,Itzel,Addilyn,Teacher,Northside,
Moon,Andy,Jayce,Student,Southside,4
Hull,Malaysia,Jazmín,Student,Southside,7
Lancaster,Lexi,Mariángel,Student,Eastside,9
Todd,Lawrence,Isaiah,Teacher,Southside,
Dean,Carly,Alyssa,Student,Westside,1
Morris,Xavier,Conor,Student,Southside,1
Conway,Josue,Edward,Student,Eastside,1
González,Danny,Ryker,Teacher,Northside,
Hays,Dakota,Zoe,Teacher,Eastside,
Noble,Eliana,Giselle,Teacher,Northside,
Rogers,Nora,Aubree,Teacher,Southside,
Edwards,Kane,Moises,Student,Eastside,6
Blake,Hadley,Isla,Teacher,Northside,
Avery,Jax,Chance,Teacher,Northside,
Nguyen,Brooklynn,Audrey,Teacher,Southside,
Mercer,Gunner,Luke,Teacher,Westside,
Merrill,River,Sienna,Student,Westside,2
Middleton,Roberto,Andy,Student,Northside,2
Mcmillan,Jennifer,Francesca,Teacher,Southside,
Cervantes,Payton,Briella,Teacher,Northside,
Velasquez,Brielle,Hope,Teacher,Westside,
Gray,Mariah,Kyleigh,Teacher,Northside,
Shaffer,Charleigh,Matilda,Student,Northside,11
Tate,Franklin,Orion,Student,Westside,12
Porter,Brooklyn,Nora,Teacher,Northside,
Conner,Alexandria,Julie,Teacher,Northside,
Klein,Weston,Jeremiah,Teacher,Westside,
Hoffman,Kira,Kali,Student,Northside,9
Hines,Allison,Kelsey,Student,Northside,5
Parrish,Moises,Cooper,Student,Westside,K
Bright,Amara,Alina,Teacher,Northside,
Golden,Messiah,Angel,Student,Eastside,11
Lowe,Alexander,Avery,Student,Eastside,5
Ramsey,Alexander,Sterling,Student,Southside,8
Gamble,Dakota,Gunner,Teacher,Northside,
Nixon,Julio,Justin,Teacher,Eastside,
Gibson,Jase,Jayce,Teacher,Southside,
Green,Gracie,Mila,Student,Southside,3
Fitzgerald,Lorelei,Isla,Teacher,Northside,
Huffman,Dylan,Anastasia,Teacher,Westside,
Leach,Addyson,Esther,Teacher,Northside,
Martínez,Averie,Madelyn,Teacher,Westside,
Mcguire,Brycen,Elijah,Student,Eastside,6
Knapp,Adelina,Jazmín,Teacher,Southside,
Rutledge,Derrick,Wyatt,Student,Eastside,3
Cleveland,Jocelyn,Leah,Teacher,Southside,
Bowen,Sienna,Sophia,Student,Eastside,5
Figueroa,Emilio,Francisco,Teacher,Westside,
Mccormick,Manuel,Shane,Student,Southside,6
Barton,Ezekiel,Franklin,Teacher,Eastside,
Mckinney,Leighton,Shelby,Teacher,Northside,
Austin,Alejandra,Marlee,Student,Northside,6
Blackburn,Paige,Ella,Student,Eastside,K
Baird,Emmett,Corbin,Student,Northside,11
Alexander,Millie,Nylah,Teacher,Westside,
Alvarez,Carlos,Marcos,Teacher,Westside,
Elliott,Seth,Romeo,Teacher,Eastside,
Mcclain,Alexia,Brinley,Student,Westside,1
Perez,Scarlett,Leia,Student,Westside,10
Stafford,Hayden,Yağmur,Teacher,Southside,
Salazar,Andres,Clark,Student,Westside,4
Ray,María Camila,Rowan,Teacher,Southside,
Osborne,Mohamed,Mason,Student,Eastside,K
Pickett,Salomé,Harper,Student,Westside,6
Owens,River,Juliette,Teacher,Northside,
Cabrera,Olive,Stella,Student,Northside,9
Fleming,Gabriela,Aubree,Student,Westside,7
Cotton,Harvey,Major,Teacher,Eastside,
Logan,Jaden,Major,Student,Southside,10
Holloway,Hank,William,Student,Northside,1
Hernandez,Philip,Jude,Teacher,Westside,
Preston,Arianna,Rosalie,Teacher,Southside,
Berry,Levi,Lawrence,Student,Eastside,4
Bates,Salomé,Eve,Student,Southside,2
Compton,Zayn,Martin,Teacher,Westside,
Owen,Arya,Sierra,Teacher,Southside,
Hardin,Noel,Jesús,Student,Southside,4
Daugherty,Enzo,Isaiah,Student,Southside,4
Stein,Charleigh,Alicia,Teacher,Northside,
Hensley,Deacon,Jace,Student,Westside,1
Hale,Madison,Ainsley,Teacher,Eastside,
Hoffman,Alicia,Mackenzie,Teacher,Southside,
Fuentes,Lukáš,Declan,Teacher,Westside,
Short,Alaina,Angel,Student,Northside,K
Christensen,Fatima,Annabella,Teacher,Northside,
Riddle,Emily,Julianna,Student,Eastside,5
Simpson,Dakota,Erik,Teacher,Westside,
Oconnor,Lennox,Maximilian,Student,Southside,9
Clay,Ember,Elena,Student,Southside,2
Roberts,Hüseyin,Kai,Student,Southside,4
Blevins,Beckham,Benjamin,Teacher,Southside,
Bartlett,Eve,Alison,Student,Northside,10
Bauer,Sullivan,Cody,Teacher,Westside,
Talley,Ayden,Malcolm,Teacher,Northside,
Marshall,Nathan,Miguel,Teacher,Northside,
Pena,Valeria,Chelsea,Student,Westside,6
Madden,Anaya,Arabella,Student,Northside,6
Tanner,Joaquín,Jesús,Student,Southside,2
Joyner,Oscar,Óscar,Teacher,Eastside,
Solomon,Lexi,Celeste,Teacher,Southside,
Palmer,Solomon,Dylan,Student,Northside,8
Petty,Mario,Dakota,Teacher,Westside,
Sellers,Valerie,Tatum,Teacher,Eastside,
Mcdowell,Madeline,Juliana,Student,Eastside,6
Pérez,Jimena,Emersyn,Teacher,Westside,
Bailey,Lorelei,Jamie,Teacher,Southside,
Garcia,Dominick,Brayden,Student,Southside,9
Levine,Walker,Roman,Teacher,Northside,
Osborn,Jenna,Alexandra,Student,Northside,8
Key,Hayes,Clark,Student,Westside,2
Lucas,Zariah,Sofía,Student,Northside,11
Leon,Jaxton,Kane,Teacher,Eastside,
Fox,Grady,Justice,Student,Northside,12
Bryant,Gracie,Ashlynn,Student,Westside,3
Carver,Malia,Skyler,Student,Southside,11
Keith,Franklin,Damian,Student,Southside,7
